-22.058667369489502,-5.584498643008465
-24.399375061413455,-17.975900546000076
20.0,5.0
20.0,10.0
-22.110516184075138,-5.660919172957247
-24.361142069173187,-18.102637671761244
20.0,5.0
20.0,10.0
-21.863698887131136,-5.4312621640722165
-24.451399082056312,-18.226575274750218
20.0,5.0
20.0,10.0
-22.039639429908178,-5.565121314948247
-24.493956345736372,-18.114414220585978
20.0,5.0
20.0,10.0
-21.965465935145662,-5.441881530440069
-24.502860121558115,-18.267295937133838
20.0,5.0
20.0,10.0
-21.965957179892,-5.575967136344762
-24.696120402392744,-18.36715038636408
20.0,5.0
20.0,10.0
-21.762440806777068,-5.479965383192852
-24.706844956778095,-18.27331587443895
20.0,5.0
20.0,10.0
-22.127152965627907,-5.484751685867199
-24.762931301852944,-18.31047157280858
20.0,5.0
20.0,10.0
-22.057349253070406,-5.545380306893276
-24.800685312831884,-18.312649152753004
20.0,5.0
20.0,10.0
-21.940327160979052,-5.441663785917127
-24.909260946068176,-18.35103152606034
20.0,5.0
20.0,10.0
-22.117347896792218,-5.59503116761554
-24.91399840009987,-18.264220525262502
20.0,5.0
20.0,10.0
-21.89342356127175,-5.646083377720398
-24.959728139880085,-18.327178676459994
20.0,5.0
20.0,10.0
-22.079899567858245,-5.471237373907762
-24.845563228072386,-18.45895399790592
20.0,5.0
20.0,10.0
-22.13103255086304,-5.340770476508608
-24.879999229396567,-18.400406415717388
20.0,5.0
20.0,10.0
-21.732800683607547,-5.3748124831136685
-24.995872961740922,-18.432780628206547
20.0,5.0
20.0,10.0
-21.852968115988016,-5.4161166240207335
-24.830581964854336,-18.674533152814107
20.0,5.0
20.0,10.0
-22.064452641026158,-5.515859524483422
-24.92227101553207,-18.773714502322523
20.0,5.0
20.0,10.0
-22.108460101487072,-5.472638575112444
-25.038546163131823,-18.66951814832247
20.0,5.0
20.0,10.0
-22.117604537951664,-5.582230761532406
-25.034513395237017,-18.672378558592943
20.0,5.0
20.0,10.0
-21.935816658471662,-5.440023553192315
-25.33204423061582,-18.592095961340362
20.0,5.0
20.0,10.0
-22.126664647205754,-5.517910482735317
-25.46953803643793,-18.52908699307056
20.0,5.0
20.0,10.0
-22.096823880695652,-5.455671052782264
-25.611579917305047,-18.567155594108375
20.0,5.0
20.0,10.0
-21.94624562393061,-5.474474441338579
-25.580752876400833,-18.54614862417984
20.0,5.0
20.0,10.0
-21.922145906018024,-5.568389019431046
-25.502183505149702,-18.586180825788674
20.0,5.0
20.0,10.0
-21.988242802559135,-5.706179368141619
-25.706612536309777,-18.736375127515878
20.0,5.0
20.0,10.0
-22.04101904003408,-5.44977016381681
-25.760309549621734,-18.940120169203826
20.0,5.0
20.0,10.0
-21.957093683885248,-5.608136973039275
-25.752404130821365,-18.983378234067068
20.0,5.0
20.0,10.0
-22.215251519959857,-5.425647445621062
-25.787386321453997,-18.91643009509207
20.0,5.0
20.0,10.0
-21.972139416875535,-5.588913569876759
-25.615002464167574,-18.96086608097637
20.0,5.0
20.0,10.0
-22.123014835513114,-5.3414115292816415
-25.61110080386226,-18.91871694605973
20.0,5.0
20.0,10.0
-22.038597615561084,-5.583882230244271
-25.491117900434897,-18.97223117610582
20.0,5.0
20.0,10.0
-22.05713141429137,-5.422625295647461
-25.36928304279297,-19.019699821083762
20.0,5.0
20.0,10.0
-22.063721973100208,-5.58019728909858
-25.517743784891834,-18.914310349773483
20.0,5.0
20.0,10.0
-21.95834197908198,-5.530992547909213
-25.484933773403895,-18.856719017652487
20.0,5.0
20.0,10.0
-21.85481448382088,-5.5417116912798035
-25.328621800254616,-18.610117454101346
20.0,5.0
20.0,10.0
-22.090591306597016,-5.533324255652053
-25.28327470458899,-18.56433389156298
20.0,5.0
20.0,10.0
-22.169681951023676,-5.488309036669299
-25.056621830137317,-18.50490486203546
20.0,5.0
20.0,10.0
-22.006039282327837,-5.311743896229737
-25.046007748781495,-18.537710031274862
20.0,5.0
20.0,10.0
-22.070228708377016,-5.50788438840775
-25.188342613662904,-18.652784459063035
20.0,5.0
20.0,10.0
-21.97184605354643,-5.480472603324995
-25.064611298676915,-18.610720949051206
20.0,5.0
20.0,10.0
-21.948311282736224,-5.450829582321169
-24.897443292729925,-18.60511965144658
20.0,5.0
20.0,10.0
-21.96245464820341,-5.481229350323888
-24.90958710035924,-18.466015652798202
20.0,5.0
20.0,10.0
-22.0468727860228,-5.561120924087989
-24.924874232932297,-18.371559188652565
20.0,5.0
20.0,10.0
-21.978121039455566,-5.552350855005119
-24.96197308250593,-18.42951623167738
20.0,5.0
20.0,10.0
-22.064187949634988,-5.582517870747638
-24.91174390178962,-18.539097916309682
20.0,5.0
20.0,10.0
-22.089069654228297,-5.4627905515026365
-24.890127760600794,-18.43002543680328
20.0,5.0
20.0,10.0
-22.026153729711012,-5.476603138086396
-24.917274743053362,-18.56739041923801
20.0,5.0
20.0,10.0
-22.166592436768415,-5.306449157806877
-24.750905314440132,-18.509407158351124
20.0,5.0
20.0,10.0
-22.010922696614887,-5.256182350583747
-24.7593014032096,-18.473285453598702
20.0,5.0
20.0,10.0
-21.869737938555055,-5.398599532103377
-24.774175153164553,-18.344314349392317
20.0,5.0
20.0,10.0
-21.990141916154524,-5.56221791162835
-24.967825866232495,-18.38627971524555
20.0,5.0
20.0,10.0
-22.078196606255368,-5.440644344390912
-25.05299423741001,-18.44003370071044
20.0,5.0
20.0,10.0
-22.015364564671454,-5.5807744987497605
-25.036000427460348,-18.50573002370558
20.0,5.0
20.0,10.0
-22.180372415148152,-5.463913834296694
-25.04667466648055,-18.531394137666666
20.0,5.0
20.0,10.0
-21.85478930231155,-5.541346587710493
-24.99950492028142,-18.674473957446555
20.0,5.0
20.0,10.0
-21.945347842133327,-5.529443268557706
-25.144055990156076,-18.61764827309221
20.0,5.0
20.0,10.0
-21.94920553190358,-5.662741124497166
-25.00486173614755,-18.55022461354681
20.0,5.0
20.0,10.0
-21.9976075228768,-5.506115014448848
-25.071860742884088,-18.552736191954352
20.0,5.0
