-0.46249,14.548,-1
-0.47909,14.778,-1
-0.47809,14.949,-1
-0.48973,14.917,-1
-0.47036,15.031,-1
-0.47725,14.805,-1
-0.47357,14.845,-1
-0.46814,14.986,-1
-0.46978,14.922,-1
-0.44777,14.717,-1
-0.46375,14.702,-1
-0.44189,14.71,-1
-0.43203,14.936,-1
-0.44478,15.042,-1
-0.45172,15.283,-1
-0.44677,14.846,-1
-0.45525,14.774,-1
-0.46171,14.793,-1
-0.47124,14.538,-1
-0.47093,14.581,-1
-0.46366,14.539,-1
-0.47159,14.21,-1
-0.46444,14.275,-1
-0.47369,14.373,-1
-0.47091,14.424,-1
-0.45505,14.564,-1
-0.48624,14.735,-1
-0.48308,14.487,-1
-0.48695,14.517,-1
-0.48433,14.456,-1
-0.4852,14.762,-1
-0.47948,14.553,-1
-0.46865,14.372,-1
-0.47948,14.251,-1
-0.48452,14.434,-1
-0.50232,14.633,-1
-0.48585,14.684,-1
-0.48464,14.693,-1
-0.48984,14.428,-1
-0.47214,14.716,-1
-0.49029,14.943,-1
-0.4905,14.874,-1
-0.48543,14.954,-1
-0.48959,15.043,-1
-0.49081,15.144,-1
-0.49203,15.644,-1
-0.50241,15.164,-1
-0.50557,15.343,-1
-0.48693,15.169,-1
-0.48316,15.121,-1
-0.47328,15.327,-1
-0.47496,15.037,-1
-0.46716,15.161,-1
-0.46133,15.547,-1
-0.46153,15.041,-1
-0.45034,14.93,-1
-0.46962,14.928,-1
-0.4538,14.875,-1
-0.4737,14.886,-1
-0.47966,14.533,-1
-0.47583,14.616,-1
-0.46367,14.504,-1
-0.46971,14.383,-1
-0.47518,14.545,-1
-0.49495,14.601,-1
-0.48662,14.935,-1
-0.4899,14.932,-1
-0.47405,14.754,-1
-0.46722,15.25,-1
-0.49098,15.267,-1
-0.47944,15.465,-1
-0.48771,15.35,-1
-0.48545,15.436,-1
-0.48055,15.185,-1
-0.47831,15.343,-1
-0.4854,15.178,-1
-0.50565,15.118,-1
-0.49375,15.136,-1
-0.50529,15.002,-1
-0.50136,15.336,-1
-0.48627,15.299,-1
-0.50053,15.317,-1
-0.52368,15.27,-1
-0.50334,14.818,-1
-0.48217,15.426,-1
-0.49649,14.915,-1
-0.51273,15.143,-1
-0.49847,15.02,-1
-0.50647,14.699,-1
-0.49314,14.893,-1
-0.49987,14.683,-1
-0.48841,14.913,-1
-0.49432,15.109,-1
-0.49444,15.242,-1
-0.51168,14.92,-1
-0.49776,14.959,-1
-0.51358,15.346,-1
-0.51427,15.147,-1
-0.51228,15.049,-1
-0.53308,15.065,-1
-0.53452,14.837,-1
-0.51385,14.818,-1
-0.53304,14.711,-1
-0.50502,14.759,-1
-0.52223,14.8,-1
-0.49394,15.058,-1
-0.53421,15.011,-1
-0.51744,15.06,-1
-0.51297,14.867,-1
-0.51156,14.918,-1
-0.51165,14.76,-1
-0.51476,15.077,-1
-0.48687,14.705,-1
-0.50198,15.073,-1
-0.48629,15.406,-1
-0.49133,15.408,-1
-0.48507,15.578,-1
-0.47255,15.545,-1
-0.48231,15.203,-1
-0.49067,15.47,-1
-0.49074,15.351,-1
-0.50688,15.231,-1
-0.49769,15.389,-1
-0.49091,15.407,-1
-0.51014,15.452,-1
-0.50126,15.434,-1
-0.50291,15.425,-1
-0.50456,15.39,-1
-0.4967,15.938,-1
-0.49328,15.64,-1
-0.48561,16.025,-1
-0.47807,16.019,-1
-0.49553,16.051,-1
-0.48679,16.103,-1
-0.47908,16.505,-1
-0.48398,16.45,-1
-0.47669,16.512,-1
-0.48786,16.46,-1
-0.49564,16.493,-1
-0.50307,16.839,-1
-0.48575,16.843,-1
-0.50758,16.685,-1
-0.50454,16.971,-1
-0.50951,16.686,-1
-0.52472,16.688,-1
-0.51881,16.72,-1
-0.53197,17.182,-1
-0.53275,16.979,-1
-0.54543,16.861,-1
-0.54766,16.83,-1
-0.54655,17.133,-1
-0.53562,17.267,-1
-0.55206,17.023,-1
-0.54358,16.629,-1
-0.54833,16.855,-1
-0.52819,16.804,-1
-0.5298,16.956,-1
-0.53456,16.919,-1
-0.53923,17.055,-1
-0.54451,17.272,-1
-0.53751,17.133,-1
-0.55578,17.216,-1
-0.54968,17.432,-1
-0.54372,17.317,-1
-0.54039,16.96,-1
-0.55797,17.537,-1
-0.5501,17.619,-1
-0.55161,17.235,-1
-0.55728,17.628,-1
-0.53768,17.389,-1
-0.55365,17.302,-1
-0.55357,17.961,-1
-0.55959,17.731,-1
-0.54559,17.977,-1
-0.5408,18.038,-1
-0.55322,17.826,-1
-0.55343,18.038,-1
-0.54066,17.986,-1
-0.54653,18.288,-1
-0.55037,18.297,-1
-0.54665,18.407,-1
-0.54916,18.008,-1
-0.55737,18.5,-1
-0.55287,18.296,-1
-0.55403,18.407,-1
-0.54944,18.425,-1
-0.55934,18.772,-1
-0.54577,18.757,-1
-0.56121,18.455,-1
-0.54828,18.213,-1
-0.54702,18.487,-1
-0.53692,18.283,-1
-0.53536,18.253,-1
-0.54721,18.156,-1
-0.55074,17.878,-1
-0.53979,17.777,-1
-0.54126,17.452,-1
-0.53676,17.906,-1
-0.53832,17.515,-1
-0.52598,17.6,-1
-0.5338,17.666,-1
-0.51922,17.672,-1
-0.52906,18.13,-1
-0.50462,18.182,-1
-0.51274,18.244,-1
-0.51278,17.966,-1
-0.50651,18.133,-1
-0.51519,18.016,-1
-0.49678,17.83,-1
-0.49441,17.777,-1
-0.49869,17.701,-1
-0.51198,17.79,-1
-0.51657,17.686,-1
-0.51403,17.82,-1
-0.50964,17.742,-1
-0.50575,18.013,-1
