20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
20.0,0.121,0.107
